player_id,name,country,club,league,games_played,games_started,minutes_played,minutes_per_90,goals,assists,non_penalty_goals,penalty_goals,penalty_attempted,yellow_cards,red_card,goals_per_90,assits_per_90,non_penalty_goals_per_90,DF,FW,GK,MF
426,Fabien Centonze,FRA,Nantes,Ligue 1,3.0,2.0,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
427,Franco Cervi,ARG,Celta Vigo,La Liga,13.0,12.0,1017.0,11.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18,0.18,0,0,0,1
428,Julio César Enciso,PAR,Brighton,Premier League,2.0,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1
429,Leonardo César Jardim,BRA,Lille,Ligue 1,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
430,Julian Chabot,GER,Köln,Bundesliga,2.0,2.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
431,El Chadaille Bitshiabu,FRA,Paris S-G,Ligue 1,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
432,Fares Chaïbi,FRA,Toulouse,Ligue 1,13.0,9.0,832.0,9.2,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.22,0.43,0.65,0,1,0,1
433,Nathaniel Chalobah,ENG,Fulham,Premier League,3.0,1.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1
434,Trevoh Chalobah,ENG,Chelsea,Premier League,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
435,Calum Chambers,ENG,Aston Villa,Premier League,3.0,1.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
436,Timothy Chandler,USA,Eint Frankfurt,Bundesliga,4.0,0.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
437,Gaëtan Charbonnier,FRA,Auxerre,Ligue 1,6.0,3.0,254.0,2.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0,1,0,1
438,Brendan Chardonnet,FRA,Brest,Ligue 1,14.0,13.0,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0
439,Xavier Chavalerin,FRA,Troyes,Ligue 1,13.0,7.0,723.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.25,0,0,0,1
440,Pep Chavarría,ESP,Rayo Vallecano,La Liga,5.0,0.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0
441,Rayan Cherki,FRA,Lyon,Ligue 1,12.0,1.0,222.0,2.5,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.22,1.22,0,1,0,1
442,Ilyes Cheti,ALG,Angers,Ligue 1,2.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
443,Lucas Chevalier,FRA,Lille,Ligue 1,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
444,Fabio Chiarodia,ITA,Werder Bremen,Bundesliga,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
445,Federico Chiesa,ITA,Juventus,Serie A,2.0,0.0,45.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,0,0
446,Ben Chilwell,ENG,Chelsea,Premier League,9.0,4.0,419.0,4.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.21,0.21,0.43,1,0,0,1
447,Vlad Chiricheș,ROU,Cremonese,Serie A,5.0,5.0,342.0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
448,Pedro Chirivella,ESP,Nantes,Ligue 1,14.0,14.0,1197.0,13.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1
449,Joris Chotard,FRA,Montpellier,Ligue 1,13.0,11.0,952.0,10.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0,0,0,1
450,Andreas Christensen,DEN,Barcelona,La Liga,5.0,4.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
451,Oliver Christensen,DEN,Hertha BSC,Bundesliga,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0
452,Ryan Christie,SCO,Bournemouth,Premier League,13.0,9.0,718.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0,1,0,1
453,Carney Chukwuemeka,ENG,Chelsea,Premier League,3.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
454,Samuel Chukwueze,NGA,Villarreal,La Liga,13.0,5.0,538.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0,1,0,1
455,Darko Churlinov,MKD,Stuttgart,Bundesliga,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
456,Víctor Chust,ESP,Cádiz,La Liga,11.0,9.0,851.0,9.5,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,1,0,0,0
457,Yanis Cimignani,FRA,Ajaccio,Ligue 1,8.0,3.0,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
458,Daniel Ciofani,ITA,Cremonese,Serie A,12.0,2.0,244.0,2.7,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.74,0.0,0.74,0,1,0,0
459,Pathé Ciss,SEN,Rayo Vallecano,La Liga,13.0,6.0,643.0,7.1,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,1,0,0,1
460,Souleymane Cissé,FRA,Clermont Foot,Ligue 1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
461,Patrick Ciurria,ITA,Monza,Serie A,13.0,8.0,772.0,8.6,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.35,0.35,1,0,0,1
462,Bobby Clark,ENG,Liverpool,Premier League,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
463,Alexis Claude-Maurice,FRA,Nice,Ligue 1,2.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
464,Alexis Claude-Maurice,FRA,Lens,Ligue 1,9.0,1.0,219.0,2.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0,1,0,1
465,Jonathan Clauss,FRA,Marseille,Ligue 1,14.0,14.0,1105.0,12.3,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.08,0.41,0.49,1,0,0,0
466,Carlos Clerc,ESP,Elche,La Liga,10.0,10.0,862.0,9.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,1,0,0,0
467,Nathaniel Clyne,ENG,Crystal Palace,Premier League,8.0,7.0,580.0,6.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
468,Conor Coady,ENG,Everton,Premier League,14.0,14.0,1250.0,13.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.07,0.14,1,0,0,0
469,Marcus Coco,FRA,Nantes,Ligue 1,9.0,3.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
470,Alexandre Coeff,FRA,Auxerre,Ligue 1,7.0,6.0,586.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,1,0,0,0
471,Jack Colback,ENG,Nott'ham Forest,Premier League,4.0,1.0,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
472,Séamus Coleman,IRL,Everton,Premier League,8.0,7.0,605.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
473,Álex Collado,ESP,Elche,La Liga,8.0,8.0,514.0,5.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.18,0.35,0,1,0,1
474,Omar Colley,GAM,Sampdoria,Serie A,13.0,12.0,1125.0,12.5,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.08,0.0,0.08,1,0,0,0
475,Nathan Collins,IRL,Wolves,Premier League,12.0,12.0,1022.0,11.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,0,0,0
476,Lorenzo Colombo,ITA,Lecce,Serie A,13.0,5.0,472.0,5.2,3.0,2.0,3.0,0.0,1.0,2.0,0.0,0.57,0.38,0.95,0,1,0,0
477,Andrea Colpani,ITA,Monza,Serie A,10.0,3.0,339.0,3.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0,0,0,1
478,Levi Colwill,ENG,Brighton,Premier League,3.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
479,Kingsley Coman,FRA,Bayern Munich,Bundesliga,9.0,5.0,527.0,5.9,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.17,0.51,0.68,0,1,0,1
480,Eray Cömert,SUI,Valencia,La Liga,11.0,10.0,871.0,9.7,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.1,0.0,0.1,1,0,0,0
481,Santi Comesaña,ESP,Rayo Vallecano,La Liga,12.0,8.0,728.0,8.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0,0,0,1
482,Andrea Consigli,ITA,Sassuolo,Serie A,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
483,Abdu Conté,POR,Troyes,Ligue 1,8.0,5.0,466.0,5.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,1,0,0,0
484,Andrea Conti,ITA,Sampdoria,Serie A,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
485,Lewis Cook,ENG,Bournemouth,Premier League,15.0,13.0,1193.0,13.3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0,0,0,1
486,Steve Cook,ENG,Nott'ham Forest,Premier League,12.0,11.0,957.0,10.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0
487,Liam Cooper,SCO,Leeds United,Premier League,8.0,7.0,675.0,7.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,1,0,0,0
488,Copete,ESP,Mallorca,La Liga,12.0,12.0,997.0,11.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0
489,Diego Coppola,ITA,Hellas Verona,Serie A,6.0,6.0,495.0,5.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0
490,Francis Coquelin,FRA,Villarreal,La Liga,11.0,6.0,523.0,5.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0,0,0,1
491,Sébastien Corchia,FRA,Nantes,Ligue 1,13.0,2.0,371.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1
492,Maxwel Cornet,CIV,West Ham,Premier League,5.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
493,Jesús Corona,MEX,Sevilla,La Liga,1.0,1.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
494,Ángel Correa,ARG,Atlético Madrid,La Liga,14.0,4.0,513.0,5.7,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.53,0.0,0.53,0,1,0,1
495,Joaquín Correa,ARG,Inter,Serie A,13.0,3.0,340.0,3.8,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.79,0.26,1.06,0,1,0,0
496,Thierry Correia,POR,Valencia,La Liga,14.0,14.0,1211.0,13.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0
497,Alessandro Cortinovis,ITA,Hellas Verona,Serie A,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
498,Danny da Costa,GER,Mainz 05,Bundesliga,8.0,4.0,427.0,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,1,0,0,0
499,David Pereira da Costa,POR,Lens,Ligue 1,15.0,13.0,983.0,10.9,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.09,0.27,0.37,0,1,0,1
500,Diego Costa,ESP,Wolves,Premier League,6.0,5.0,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0
501,Jaume Costa,ESP,Mallorca,La Liga,11.0,11.0,964.0,10.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,1,0,0,0
502,Logan Costa,CPV,Toulouse,Ligue 1,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
503,Nuno da Costa,CPV,Auxerre,Ligue 1,12.0,9.0,801.0,8.9,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.22,0.0,0.22,0,1,0,1
504,Samu Costa,POR,Almería,La Liga,11.0,8.0,768.0,8.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1
505,Benoît Costil,FRA,Auxerre,Ligue 1,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
506,Vladimír Coufal,CZE,West Ham,Premier League,9.0,7.0,685.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1
507,Lassana Coulibaly,MLI,Salernitana,Serie A,14.0,14.0,1163.0,12.9,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.15,0,0,0,1
508,Tanguy Coulibaly,FRA,Stuttgart,Bundesliga,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
509,Thibaut Courtois,BEL,Real Madrid,La Liga,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
510,Mathieu Coutadeur,FRA,Ajaccio,Ligue 1,12.0,9.0,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
511,Philippe Coutinho,BRA,Aston Villa,Premier League,12.0,6.0,571.0,6.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0,1
512,Yan Couto,BRA,Girona,La Liga,10.0,5.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0
513,Conor Coventry,IRL,West Ham,Premier League,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
514,Nicolas Cozza,FRA,Montpellier,Ligue 1,15.0,14.0,1236.0,13.7,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.15,0.07,0.22,1,0,0,0
515,Aaron Cresswell,ENG,West Ham,Premier League,14.0,14.0,1240.0,13.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0
516,Bryan Cristante,ITA,Roma,Serie A,15.0,15.0,1238.0,13.8,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0,0,0,1
517,Juan Cruz Armada,ESP,Osasuna,La Liga,13.0,11.0,1006.0,11.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0
518,Juan Cruz,ESP,Betis,La Liga,5.0,1.0,174.0,1.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0,1,0,0
519,Juan Cuadrado,COL,Juventus,Serie A,14.0,13.0,1020.0,11.3,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.26,0.26,1,1,0,0
520,Marc Cucurella,ESP,Chelsea,Premier League,13.0,11.0,847.0,9.4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,1,0,0,0
521,Jorge Cuenca,ESP,Villarreal,La Liga,2.0,1.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
522,Braian Cufré,ARG,Mallorca,La Liga,3.0,2.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
523,Matheus Cunha,BRA,Atlético Madrid,La Liga,11.0,2.0,377.0,4.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.48,0.48,0,1,0,1
524,Curro,ESP,Almería,La Liga,2.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1
525,Marco D'Alessandro,ITA,Monza,Serie A,7.0,3.0,265.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0
526,Danilo D'Ambrosio,ITA,Inter,Serie A,4.0,1.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
527,Luca D'Andrea,ITA,Sassuolo,Serie A,5.0,5.0,316.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0,1,0,0
528,Damien Da Silva,FRA,Lyon,Ligue 1,5.0,1.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0
529,Moanes Dabbur,ISR,Hoffenheim,Bundesliga,10.0,4.0,422.0,4.7,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.85,0.0,0.85,0,1,0,1
530,Colin Dagba,FRA,Strasbourg,Ligue 1,9.0,6.0,463.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
531,Mahmoud Dahoud,GER,Dortmund,Bundesliga,3.0,3.0,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
532,Patson Daka,ZAM,Leicester City,Premier League,14.0,7.0,642.0,7.1,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.42,0.28,0.7,0,1,0,0
533,Thijs Dallinga,NED,Toulouse,Ligue 1,14.0,12.0,900.0,10.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.3,0.1,0.4,0,1,0,0
534,Diogo Dalot,POR,Manchester Utd,Premier League,13.0,13.0,1165.0,12.9,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,1,0,0,0
535,Muhammed Damar,GER,Hoffenheim,Bundesliga,4.0,1.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
536,Mikkel Damsgaard,DEN,Brentford,Premier League,9.0,1.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0,1
537,Flavius Daniliuc,AUT,Salernitana,Serie A,10.0,9.0,845.0,9.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,1,0,0,0
538,Flavius Daniliuc,AUT,Nice,Ligue 1,2.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
539,Danilo,BRA,Juventus,Serie A,15.0,14.0,1273.0,14.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,1,0,0,0
540,Kevin Danso,AUT,Lens,Ligue 1,15.0,15.0,1350.0,15.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.13,1,0,0,0
541,Dante,BRA,Nice,Ligue 1,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0
542,Márton Dárdai,GER,Hertha BSC,Bundesliga,7.0,1.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
543,Sergi Darder,ESP,Espanyol,La Liga,14.0,14.0,1233.0,13.7,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.15,0.07,0.22,0,0,0,1
544,Achraf Dari,MAR,Brest,Ligue 1,10.0,8.0,721.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,1,0,0,0
545,Vladimír Darida,CZE,Hertha BSC,Bundesliga,3.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
546,Matteo Darmian,ITA,Inter,Serie A,10.0,6.0,499.0,5.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,1,0,0,0
547,Josh Dasilva,ENG,Brentford,Premier League,15.0,7.0,687.0,7.6,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.26,0.13,0.39,0,0,0,1
548,Jonathan David,CAN,Lille,Ligue 1,15.0,15.0,1328.0,14.8,9.0,3.0,7.0,2.0,3.0,3.0,0.0,0.61,0.2,0.81,0,1,0,0
549,Alphonso Davies,CAN,Bayern Munich,Bundesliga,12.0,12.0,1002.0,11.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,1,0,0,0
550,Ben Davies,WAL,Tottenham,Premier League,12.0,11.0,995.0,11.1,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.18,0.09,0.27,1,0,0,0
551,Tom Davies,ENG,Everton,Premier League,7.0,3.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1
552,Paweł Dawidowicz,POL,Hellas Verona,Serie A,7.0,6.0,472.0,5.2,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.19,0.0,0.19,1,0,0,0
553,Craig Dawson,ENG,West Ham,Premier League,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0
554,Kevin De Bruyne,BEL,Manchester City,Premier League,14.0,13.0,1131.0,12.6,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.24,0.72,0.95,0,0,0,1
555,Charles De Ketelaere,BEL,Milan,Serie A,13.0,5.0,578.0,6.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0,1,0,1
556,Manuel De Luca,ITA,Sampdoria,Serie A,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
557,Rodrigo De Paul,ARG,Atlético Madrid,La Liga,12.0,9.0,670.0,7.4,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.13,0.27,0,0,0,1
558,Mattia De Sciglio,ITA,Juventus,Serie A,8.0,4.0,460.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
559,Lorenzo De Silvestri,ITA,Bologna,Serie A,9.0,5.0,518.0,5.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0
560,Thibault De Smet,BEL,Reims,Ligue 1,2.0,2.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
561,Koni De Winter,BEL,Empoli,Serie A,8.0,6.0,535.0,5.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0
562,Grégoire Defrel,MTQ,Sassuolo,Serie A,4.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0
563,Duccio Degli Innocenti,ITA,Empoli,Serie A,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
564,Brecht Dejaegere,BEL,Toulouse,Ligue 1,12.0,10.0,767.0,8.5,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.35,0.0,0.35,0,0,0,1
565,Romain Del Castillo,FRA,Brest,Ligue 1,9.0,6.0,514.0,5.7,4.0,2.0,1.0,3.0,3.0,2.0,0.0,0.7,0.35,1.05,0,1,0,1
566,Alberto Del Moral,ESP,Villarreal,La Liga,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
567,Thomas Delaine,FRA,Strasbourg,Ligue 1,12.0,8.0,709.0,7.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,1,0,0,0
568,Thomas Delaney,DEN,Sevilla,La Liga,8.0,2.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1
569,Sacha Delaye,FRA,Montpellier,Ligue 1,3.0,0.0,20.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,0,1,0,1
570,Fran Delgado,ESP,Betis,La Liga,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
571,Andy Delort,ALG,Nice,Ligue 1,12.0,9.0,746.0,8.3,5.0,0.0,2.0,3.0,3.0,0.0,0.0,0.6,0.0,0.6,0,1,0,0
572,Karamoko Dembele,SCO,Brest,Ligue 1,9.0,0.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
573,Moussa Dembélé,FRA,Lyon,Ligue 1,12.0,6.0,576.0,6.4,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.31,0.0,0.31,0,1,0,1
574,Ousmane Dembélé,FRA,Barcelona,La Liga,14.0,11.0,866.0,9.6,4.0,5.0,4.0,0.0,0.0,3.0,0.0,0.42,0.52,0.94,0,1,0,0
575,Siriki Dembélé,CIV,Bournemouth,Premier League,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
576,Merih Demiral,TUR,Atalanta,Serie A,13.0,12.0,1073.0,11.9,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,1,0,0,0
577,Kerem Demirbay,GER,Leverkusen,Bundesliga,14.0,9.0,783.0,8.7,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.34,0.34,0.69,0,0,0,1
